"","reference","species","compound","Mother_tissue","Mother_concentration","Mother_concentration_cen","Offspring_concentration","Offspring_concentration_cen","log_Kow_KOWWIN","logKOW_exp","logKOW_VEGA","Mol_Weigth_g.mol","Hydrogen.Bond.Donor.Count","Hydrogen.Bond.Acceptor.Count","RotatableBondCount","TopologicalPolarSurfaceArea","HeavyAtomCount","FormalCharge","Complexity","Volume","CASRN","PCB_coplanar","PCB_fourCl","PCB_twopara","PCB_twometa","compound_class_broad"
"315","Basile et al 2011","M. terrapin","Mirex","liver_concentration",8.84012539184953,FALSE,6.77736777367774,FALSE,7.01,6.89,NA,"545.5",0,0,0,0,12,0,567,285.89,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"316","Basile et al 2011","M. terrapin","PCB 199","liver_concentration",11.9122257053292,FALSE,8.53628536285363,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"52663-75-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"317","Basile et al 2011","M. terrapin","PCB 203_196","liver_concentration",28.2758620689655,FALSE,19.3111931119311,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,NA,263.74,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"318","Basile et al 2011","M. terrapin","PCB 189","liver_concentration",2.25705329153605,FALSE,1.78351783517835,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"39635-31-9","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"319","Basile et al 2011","M. terrapin","PCB 208","liver_concentration",5.17241379310345,FALSE,3.39483394833948,FALSE,9.56,8.16,NA,"464.2",0,0,1,0,21,0,337,277.27,"52663-77-1","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"320","Basile et al 2011","M. terrapin","PCB 195","liver_concentration",3.44827586206897,FALSE,2.65682656826568,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,323,263.74,"52663-78-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"321","Basile et al 2011","M. terrapin","PCB 207","liver_concentration",3.60501567398119,FALSE,2.00492004920049,FALSE,9.56,NA,NA,"464.2",0,0,1,0,21,0,351,277.27,"52663-79-3","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"322","Basile et al 2011","M. terrapin","PCB 194","liver_concentration",21.4420062695925,FALSE,13.4071340713407,FALSE,8.91,8.68,NA,"429.8",0,0,1,0,20,0,307,263.74,"35694-08-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"323","Basile et al 2011","M. terrapin","PCB 206","liver_concentration",13.8557993730408,FALSE,7.26937269372694,FALSE,9.56,9.14,NA,"464.2",0,0,1,0,21,0,351,277.27,"40186-72-9","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"324","Basile et al 2011","M. terrapin","PCB 209","liver_concentration",10.2194357366771,FALSE,4.28044280442804,FALSE,10.2,8.27,NA,"498.6",0,0,1,0,22,0,326,290.81,"2051-24-3","---","---","--","-","PCB - Polychlorinated biphenyls"
"325","Basile et al 2011","M. terrapin","PBDE 100","liver_concentration",5.61128526645768,FALSE,5.70725707257073,FALSE,7.66,NA,NA,"564.7",0,1,2,9.2,18,0,265,253.86,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"326","Basile et al 2011","M. terrapin","PBDE 155","liver_concentration",2.60188087774295,FALSE,1.90651906519065,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,252,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"327","Basile et al 2011","M. terrapin","PBDE 154","liver_concentration",5.8307210031348,FALSE,4.58794587945879,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,292,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"328","Basile et al 2011","M. terrapin","PBDE 153","liver_concentration",7.36677115987461,FALSE,5.51045510455105,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,276,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"329","Basile et al 2011","M. terrapin","HCB","liver_concentration",1.84952978056426,FALSE,0.45510455104551,FALSE,5.86,5.73,NA,"284.8",0,0,0,0,12,0,104,167,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"330","Basile et al 2011","M. terrapin","Oxychlordane","liver_concentration",74.9216300940439,FALSE,80.1968019680197,FALSE,5.48,NA,NA,"423.7",0,1,0,12.5,19,0,548,247.28,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"331","Basile et al 2011","M. terrapin","PCB 74","liver_concentration",31.3479623824451,FALSE,33.0873308733087,FALSE,6.34,6.67,NA,"292",0,0,1,0,16,0,225,209.59,"32690-93-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"332","Basile et al 2011","M. terrapin","PCB 66","liver_concentration",21.5673981191223,FALSE,28.1672816728167,FALSE,6.34,6.31,NA,"292",0,0,1,0,16,0,233,209.59,"32598-10-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"333","Basile et al 2011","M. terrapin","PCB 99","liver_concentration",120.689655172414,FALSE,163.591635916359,FALSE,6.98,7.21,NA,"326.4",0,0,1,0,17,0,259,223.13,"38380-01-7","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"334","Basile et al 2011","M. terrapin","p,p'-DDE","liver_concentration",162.382445141066,FALSE,185.731857318573,FALSE,5.87,NA,NA,"318",0,0,2,0,18,0,269,237.01,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"335","Basile et al 2011","M. terrapin","PCB 154","liver_concentration",8.74608150470219,FALSE,9.54489544895449,FALSE,7.62,NA,NA,"360.88",0,0,1,0,18,0,274,236.67,"60145-22-4","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"336","Basile et al 2011","M. terrapin","PCB 107","liver_concentration",3.76175548589342,FALSE,9.18819188191882,FALSE,6.98,NA,NA,"326.4",0,0,1,0,17,0,259,223.13,"70424-68-9","CP1","4CL","--","2M","PCB - Polychlorinated biphenyls"
"337","Basile et al 2011","M. terrapin","PCB 149","liver_concentration",3.38557993730408,FALSE,2.42312423124231,FALSE,7.62,7.28,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-04-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"338","Basile et al 2011","M. terrapin","PCB 118","liver_concentration",257.680250783699,FALSE,291.512915129151,FALSE,6.98,7.12,NA,"326.4",0,0,1,0,17,0,259,223.13,"31508-00-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"339","Basile et al 2011","M. terrapin","p,p'-DDD","liver_concentration",3.82445141065831,FALSE,0.910209102091021,FALSE,5.87,6.02,NA,"320.05",0,0,3,0,18,0,218,243.25,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"340","Basile et al 2011","M. terrapin","PCB 188","liver_concentration",16.6457680250784,FALSE,0.922509225092251,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,287,250.2,"74487-85-7","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"341","Basile et al 2011","M. terrapin","PCB 146","liver_concentration",34.4827586206897,FALSE,29.7662976629766,FALSE,7.62,7.19,NA,"360.9",0,0,1,0,18,0,286,236.67,"51908-16-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"342","Basile et al 2011","M. terrapin","PCB 153_132","liver_concentration",736.677115987461,FALSE,644.526445264453,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,NA,236.67,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"343","Basile et al 2011","M. terrapin","PCB 105","liver_concentration",68.6520376175549,FALSE,72.8167281672817,FALSE,6.98,6.79,NA,"326.4",0,0,1,0,17,0,259,223.13,"32598-14-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"344","Basile et al 2011","M. terrapin","PCB 137","liver_concentration",5.23510971786834,FALSE,4.920049200492,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35694-06-5","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"345","Basile et al 2011","M. terrapin","PCB 163","liver_concentration",41.3793103448276,FALSE,19.1881918819188,FALSE,7.62,7.2,NA,"360.9",0,0,1,0,18,0,272,236.67,"74472-44-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"346","Basile et al 2011","M. terrapin","PCB 138","liver_concentration",207.523510971787,FALSE,183.271832718327,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35065-28-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"347","Basile et al 2011","M. terrapin","PCB 158","liver_concentration",16.551724137931,FALSE,12.6691266912669,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,286,236.67,"74472-42-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"348","Basile et al 2011","M. terrapin","PCB 178","liver_concentration",134.48275862069,FALSE,9.47109471094711,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-67-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"349","Basile et al 2011","M. terrapin","PCB 187","liver_concentration",98.1191222570533,FALSE,53.9975399753997,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-68-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"350","Basile et al 2011","M. terrapin","PCB 183","liver_concentration",64.8902821316614,FALSE,48.8314883148831,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-69-1","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"351","Basile et al 2011","M. terrapin","PCB 167","liver_concentration",17.8683385579937,FALSE,15.7441574415744,FALSE,7.62,7.5,NA,"360.9",0,0,1,0,18,0,274,236.67,"52663-72-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"352","Basile et al 2011","M. terrapin","PCB 177","liver_concentration",32.2884012539185,FALSE,4.09594095940959,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-70-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"353","Basile et al 2011","M. terrapin","PCB 202","liver_concentration",15.8307210031348,FALSE,9.6309963099631,FALSE,8.91,7.73,NA,"429.8",0,0,1,0,20,0,279,263.74,"2136-99-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"354","Basile et al 2011","M. terrapin","PCB 156","liver_concentration",22.0062695924765,FALSE,16.7281672816728,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-08-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"355","Basile et al 2011","M. terrapin","PCB 201","liver_concentration",14.7335423197492,FALSE,3.66543665436654,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"40186-71-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"356","Basile et al 2011","M. terrapin","PCB 157","liver_concentration",8.11912225705329,FALSE,6.23616236162362,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,274,236.67,"69782-90-7","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"357","Basile et al 2011","M. terrapin","PCB 172","liver_concentration",0.846394984326019,FALSE,0.762607626076261,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-74-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"358","Basile et al 2011","M. terrapin","PCB 197","liver_concentration",5.92476489028213,FALSE,3.14883148831488,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,307,263.74,"33091-17-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"359","Basile et al 2011","M. terrapin","PCB 180_193","liver_concentration",107.523510971787,FALSE,74.0467404674047,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,NA,250.2,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"360","Basile et al 2011","M. terrapin","PCB 191","liver_concentration",1.5987460815047,FALSE,1.18081180811808,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"74472-50-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"361","Basile et al 2011","M. terrapin","PCB 170","liver_concentration",31.3479623824451,FALSE,22.2632226322263,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"35065-30-6","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"362","Basile et al 2011","M. terrapin","Mirex","liver_concentration",8.84012539184953,FALSE,4.93234932349323,FALSE,7.01,6.89,NA,"545.5",0,0,0,0,12,0,567,285.89,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"363","Basile et al 2011","M. terrapin","PCB 199","liver_concentration",11.9122257053292,FALSE,6.88806888068881,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"52663-75-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"364","Basile et al 2011","M. terrapin","PCB 203_196","liver_concentration",28.2758620689655,FALSE,15.2521525215252,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,NA,263.74,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"365","Basile et al 2011","M. terrapin","PCB 189","liver_concentration",2.25705329153605,FALSE,1.42681426814268,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"39635-31-9","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"366","Basile et al 2011","M. terrapin","PCB 208","liver_concentration",5.17241379310345,FALSE,2.64452644526445,FALSE,9.56,8.16,NA,"464.2",0,0,1,0,21,0,337,277.27,"52663-77-1","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"367","Basile et al 2011","M. terrapin","PCB 195","liver_concentration",3.44827586206897,FALSE,2.0910209102091,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,323,263.74,"52663-78-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"368","Basile et al 2011","M. terrapin","PCB 207","liver_concentration",3.60501567398119,FALSE,1.54981549815498,FALSE,9.56,NA,NA,"464.2",0,0,1,0,21,0,351,277.27,"52663-79-3","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"369","Basile et al 2011","M. terrapin","PCB 194","liver_concentration",21.4420062695925,FALSE,10.9471094710947,FALSE,8.91,8.68,NA,"429.8",0,0,1,0,20,0,307,263.74,"35694-08-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"370","Basile et al 2011","M. terrapin","PCB 206","liver_concentration",13.8557993730408,FALSE,5.83025830258303,FALSE,9.56,9.14,NA,"464.2",0,0,1,0,21,0,351,277.27,"40186-72-9","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"371","Basile et al 2011","M. terrapin","PCB 209","liver_concentration",10.2194357366771,FALSE,3.50553505535055,FALSE,10.2,8.27,NA,"498.6",0,0,1,0,22,0,326,290.81,"2051-24-3","---","---","--","-","PCB - Polychlorinated biphenyls"
"372","Basile et al 2011","M. terrapin","PBDE 100","liver_concentration",5.61128526645768,FALSE,5.17835178351783,FALSE,7.66,NA,NA,"564.7",0,1,2,9.2,18,0,265,253.86,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"373","Basile et al 2011","M. terrapin","PBDE 155","liver_concentration",2.60188087774295,FALSE,1.80811808118081,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,252,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"374","Basile et al 2011","M. terrapin","PBDE 154","liver_concentration",5.8307210031348,FALSE,3.86223862238622,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,292,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"375","Basile et al 2011","M. terrapin","PBDE 153","liver_concentration",7.36677115987461,FALSE,4.39114391143911,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,276,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"376","Basile et al 2011","M. terrapin","HCB","liver_concentration",1.84952978056426,FALSE,0.516605166051661,FALSE,5.86,5.73,NA,"284.8",0,0,0,0,12,0,104,167,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"377","Basile et al 2011","M. terrapin","Oxychlordane","liver_concentration",74.9216300940439,FALSE,92.4969249692497,FALSE,5.48,NA,NA,"423.7",0,1,0,12.5,19,0,548,247.28,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"378","Basile et al 2011","M. terrapin","PCB 74","liver_concentration",31.3479623824451,FALSE,45.3874538745387,FALSE,6.34,6.67,NA,"292",0,0,1,0,16,0,225,209.59,"32690-93-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"379","Basile et al 2011","M. terrapin","PCB 66","liver_concentration",21.5673981191223,FALSE,36.0393603936039,FALSE,6.34,6.31,NA,"292",0,0,1,0,16,0,233,209.59,"32598-10-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"380","Basile et al 2011","M. terrapin","PCB 99","liver_concentration",120.689655172414,FALSE,182.041820418204,FALSE,6.98,7.21,NA,"326.4",0,0,1,0,17,0,259,223.13,"38380-01-7","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"381","Basile et al 2011","M. terrapin","p,p'-DDE","liver_concentration",162.382445141066,FALSE,214.022140221402,FALSE,5.87,NA,NA,"318",0,0,2,0,18,0,269,237.01,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"382","Basile et al 2011","M. terrapin","PCB 154","liver_concentration",8.74608150470219,FALSE,11.4514145141451,FALSE,7.62,NA,NA,"360.88",0,0,1,0,18,0,274,236.67,"60145-22-4","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"383","Basile et al 2011","M. terrapin","PCB 107","liver_concentration",3.76175548589342,FALSE,10.6027060270603,FALSE,6.98,NA,NA,"326.4",0,0,1,0,17,0,259,223.13,"70424-68-9","CP1","4CL","--","2M","PCB - Polychlorinated biphenyls"
"384","Basile et al 2011","M. terrapin","PCB 149","liver_concentration",3.38557993730408,FALSE,3.17343173431734,FALSE,7.62,7.28,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-04-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"385","Basile et al 2011","M. terrapin","PCB 118","liver_concentration",257.680250783699,FALSE,351.783517835178,FALSE,6.98,7.12,NA,"326.4",0,0,1,0,17,0,259,223.13,"31508-00-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"386","Basile et al 2011","M. terrapin","p,p'-DDD","liver_concentration",3.82445141065831,FALSE,1.02091020910209,FALSE,5.87,6.02,NA,"320.05",0,0,3,0,18,0,218,243.25,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"387","Basile et al 2011","M. terrapin","PCB 188","liver_concentration",16.6457680250784,FALSE,1.24231242312423,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,287,250.2,"74487-85-7","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"388","Basile et al 2011","M. terrapin","PCB 146","liver_concentration",34.4827586206897,FALSE,37.1463714637146,FALSE,7.62,7.19,NA,"360.9",0,0,1,0,18,0,286,236.67,"51908-16-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"389","Basile et al 2011","M. terrapin","PCB 153_132","liver_concentration",736.677115987461,FALSE,821.648216482165,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,NA,236.67,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"390","Basile et al 2011","M. terrapin","PCB 105","liver_concentration",68.6520376175549,FALSE,84.3788437884379,FALSE,6.98,6.79,NA,"326.4",0,0,1,0,17,0,259,223.13,"32598-14-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"391","Basile et al 2011","M. terrapin","PCB 137","liver_concentration",5.23510971786834,FALSE,6.00246002460024,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35694-06-5","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"392","Basile et al 2011","M. terrapin","PCB 163","liver_concentration",41.3793103448276,FALSE,23.9852398523985,FALSE,7.62,7.2,NA,"360.9",0,0,1,0,18,0,272,236.67,"74472-44-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"393","Basile et al 2011","M. terrapin","PCB 138","liver_concentration",207.523510971787,FALSE,230.012300123001,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35065-28-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"394","Basile et al 2011","M. terrapin","PCB 158","liver_concentration",16.551724137931,FALSE,18.8191881918819,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,286,236.67,"74472-42-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"395","Basile et al 2011","M. terrapin","PCB 178","liver_concentration",134.48275862069,FALSE,13.0381303813038,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-67-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"396","Basile et al 2011","M. terrapin","PCB 187","liver_concentration",98.1191222570533,FALSE,73.6777367773678,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-68-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"397","Basile et al 2011","M. terrapin","PCB 183","liver_concentration",64.8902821316614,FALSE,67.2816728167282,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-69-1","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"398","Basile et al 2011","M. terrapin","PCB 167","liver_concentration",17.8683385579937,FALSE,20.7872078720787,FALSE,7.62,7.5,NA,"360.9",0,0,1,0,18,0,274,236.67,"52663-72-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"399","Basile et al 2011","M. terrapin","PCB 177","liver_concentration",32.2884012539185,FALSE,5.67035670356704,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-70-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"400","Basile et al 2011","M. terrapin","PCB 202","liver_concentration",15.8307210031348,FALSE,14.2681426814268,FALSE,8.91,7.73,NA,"429.8",0,0,1,0,20,0,279,263.74,"2136-99-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"401","Basile et al 2011","M. terrapin","PCB 156","liver_concentration",22.0062695924765,FALSE,20.2952029520295,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-08-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"402","Basile et al 2011","M. terrapin","PCB 201","liver_concentration",14.7335423197492,FALSE,5.33825338253382,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"40186-71-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"403","Basile et al 2011","M. terrapin","PCB 157","liver_concentration",8.11912225705329,FALSE,7.44157441574416,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,274,236.67,"69782-90-7","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"404","Basile et al 2011","M. terrapin","PCB 172","liver_concentration",0.846394984326019,FALSE,0.934809348093481,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-74-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"405","Basile et al 2011","M. terrapin","PCB 197","liver_concentration",5.92476489028213,FALSE,4.58794587945879,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,307,263.74,"33091-17-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"406","Basile et al 2011","M. terrapin","PCB 180_193","liver_concentration",107.523510971787,FALSE,98.6469864698647,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,NA,250.2,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"407","Basile et al 2011","M. terrapin","PCB 191","liver_concentration",1.5987460815047,FALSE,1.54981549815498,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"74472-50-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"408","Basile et al 2011","M. terrapin","PCB 170","liver_concentration",31.3479623824451,FALSE,28.5362853628536,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"35065-30-6","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"409","Basile et al 2011","M. terrapin","Mirex","liver_concentration",8.84012539184953,FALSE,6.69126691266913,FALSE,7.01,6.89,NA,"545.5",0,0,0,0,12,0,567,285.89,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"410","Basile et al 2011","M. terrapin","PCB 199","liver_concentration",11.9122257053292,FALSE,9.60639606396064,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"52663-75-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"411","Basile et al 2011","M. terrapin","PCB 203_196","liver_concentration",28.2758620689655,FALSE,21.6482164821648,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,NA,263.74,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"412","Basile et al 2011","M. terrapin","PCB 189","liver_concentration",2.25705329153605,FALSE,1.95571955719557,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"39635-31-9","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"413","Basile et al 2011","M. terrapin","PCB 208","liver_concentration",5.17241379310345,FALSE,3.88683886838868,FALSE,9.56,8.16,NA,"464.2",0,0,1,0,21,0,337,277.27,"52663-77-1","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"414","Basile et al 2011","M. terrapin","PCB 195","liver_concentration",3.44827586206897,FALSE,2.93972939729397,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,323,263.74,"52663-78-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"415","Basile et al 2011","M. terrapin","PCB 207","liver_concentration",3.60501567398119,FALSE,2.30012300123001,FALSE,9.56,NA,NA,"464.2",0,0,1,0,21,0,351,277.27,"52663-79-3","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"416","Basile et al 2011","M. terrapin","PCB 194","liver_concentration",21.4420062695925,FALSE,15.2521525215252,FALSE,8.91,8.68,NA,"429.8",0,0,1,0,20,0,307,263.74,"35694-08-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"417","Basile et al 2011","M. terrapin","PCB 206","liver_concentration",13.8557993730408,FALSE,8.48708487084871,FALSE,9.56,9.14,NA,"464.2",0,0,1,0,21,0,351,277.27,"40186-72-9","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"418","Basile et al 2011","M. terrapin","PCB 209","liver_concentration",10.2194357366771,FALSE,4.90774907749078,FALSE,10.2,8.27,NA,"498.6",0,0,1,0,22,0,326,290.81,"2051-24-3","---","---","--","-","PCB - Polychlorinated biphenyls"
"419","Basile et al 2011","M. terrapin","PBDE 100","liver_concentration",5.61128526645768,FALSE,6.07626076260763,FALSE,7.66,NA,NA,"564.7",0,1,2,9.2,18,0,265,253.86,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"420","Basile et al 2011","M. terrapin","PBDE 155","liver_concentration",2.60188087774295,FALSE,2.11562115621156,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,252,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"421","Basile et al 2011","M. terrapin","PBDE 154","liver_concentration",5.8307210031348,FALSE,4.73554735547355,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,292,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
